IDENTIFIER	chrom	start	stop	symbol	is_refseq	refseq_id
10349932	1	135260341	135275956	Etnk2	true	NM_175443
10349943	1	135497800	135497932	10349943	false	NA
10349945	1	135726525	135726710	Gm10537	false	NA
10349947	1	135934092	135944854	Fmod	true	NM_021355
10349951	1	136005915	136006417	Gm8618	false	NA
10349953	1	136007819	136048117	Chit1	true	NM_027979
10349968	1	136079041	136086608	Chi3l1	true	NM_007695
10349980	1	136090025	136097809	Mybph	true	NM_016749
10349993	1	136186566	136189125	Myog	true	NM_031189
10349997	1	136282517	136287560	4933406M09Rik	true	NM_173771
10350003	1	136302358	136308315	Cyb5r1	true	NM_028057
10350015	1	136312044	136328918	Adipor1	true	NM_028320
10350024	1	136352108	136387595	Klhl12	true	NM_153128
10350039	1	136391237	136404995	Rabif	true	NM_145510
10350044	1	136414607	136415258	Rpl29-ps2	false	NA
10350046	1	136456772	136529454	Kdm5b	true	NM_152895
10350077	1	136543258	136645994	Syt2	true	NM_009307
10350090	1	136859154	136870739	Ube2t	true	NM_026024
10350099	1	137006749	137009493	Ptprv	true	NM_007955
10350102	1	137029302	137041897	Ptpn7	true	NM_177081
10350113	1	137043411	137052845	Arl8a	true	NM_026823
10350123	1	137221390	137264642	Lmod1	true	NM_053106
10350128	1	137481350	137496527	Nav1	true	NM_173437
10350136	1	137616638	137648809	Csrp1	true	NM_007791
10350146	1	137662696	137665711	Phlda3	true	NM_013750
10350149	1	137696016	137707564	Tnni1	true	NM_021467
10350159	1	137715175	137729918	Lad1	true	NM_133664
10350173	1	137732931	137748838	Tnnt2	true	NM_001130174
10350188	1	137914592	137931607	Tmem9	true	NM_025439
10350197	1	137947348	137947935	Ascl5-ps	false	NA
10350199	1	137949361	138016105	Cacna1s	true	NM_001081023
10350247	1	138027978	138074591	Kif21b	true	NM_001039472
10350286	1	138311848	138353444	Ddx59	true	NM_026500
10350297	1	138362948	138424190	Kif14	true	NM_001081258
10350329	1	138427944	138428075	Kif14	true	NM_001081258
10350331	1	138521522	138524901	Zfp281	true	NM_001160251
10350335	9	NA	NA	10350335	false	NM_013551
10350337	1	139823828	139826797	A130050O07Rik	false	NA
10350339	1	139863032	139863118	Mir181a-1	false	NA
10350341	1	139863216	139863295	Mir181b-1	false	NA
10350343	1	140170315	140186039	Atp6v1g3	true	NM_177397
10350349	1	140860363	141068489	Dennd1b	true	NM_001166501
10350377	1	141318960	141345916	Zbtb41	true	NM_172643
10350392	1	141351350	141390667	Aspm	true	NM_009791
10350425	1	141398304	141420333	F13b	true	NM_031164
10350438	1	142142844	142506279	Kcnt2	true	NM_001081027
10350473	1	145487873	145496960	B3galt2	true	NM_020025
10350478	1	145586479	145596808	Glrx2	true	NM_001038592
10350489	1	145624442	145654075	Uchl5	true	NM_019562
10350502	1	147031054	147031983	10350502	false	NA
10350504	1	148267564	148267957	10350504	false	NA
10350506	1	148342796	148749599	Fam5c	true	NM_153539
10350516	1	151947230	151955147	Ptgs2	true	NM_011198
10350530	1	152166547	152181264	Pdc	true	NM_001159730
10350535	1	152239968	152297059	Tpr	true	NM_133780
10350590	11	NA	NA	10350590	false	NA
10350592	1	153057318	153058215	3110040M04Rik	false	NA
10350594	1	153191628	153211575	Ivns1abp	true	NM_054102
10350614	1	153275778	153305291	1190005F20Rik	true	NM_026876
10350630	1	153418605	153566472	Fam129a	true	NM_022018
10350646	1	153602504	153669186	Edem3	true	NM_001039644
10350668	1	154247051	154357825	Glt25d2	true	NM_177756
10350681	1	154597707	154604674	Apobec4	true	NM_001081197
10350684	1	154613766	154622710	Arpc5	true	NM_026369
10350689	1	154647371	154684120	Ncf2	true	NM_010877
10350697	1	154802231	154966391	Nmnat2	true	NM_175460
10350710	1	155272252	155299704	1700012A16Rik	true	NM_001033162
10350723	1	155287209	155287348	10350723	false	NA
10350725	1	155500167	155544795	Rgs8	true	NM_026380
10350733	1	155587478	155592598	Rgs16	true	NM_011267
10350742	1	155600060	155609471	Rnasel	true	NM_011882
10350749	1	155721475	155724001	Gm5531	true	NM_001008426
10350751	1	155738922	155740188	Teddm1	true	NM_178244
10350753	1	155747075	155756844	Glul	true	NM_008131
10350758	1	155752431	155764040	A930039A15Rik	false	NA
10350760	1	156044962	156052794	10350760	false	NA
10350766	1	157005872	157050652	Stx6	true	NM_021433
10350777	1	157405249	157534362	Acbd6	true	NM_028250
10350790	1	157882533	157883238	Tor1aip2	true	NM_172843
10350792	1	157883263	157900866	Tor1aip2	true	NM_001160181
10350800	1	157906541	157915991	Tor1aip2	true	NM_172843
10350806	1	158240856	158258166	Nphs2	true	NM_130456
10350816	2	NA	NA	10350816	false	NM_025592
10350819	2	NA	NA	10350819	false	NM_007788
10350823	1	158489180	158579750	Abl2	true	NM_001136104
10350838	9	NA	NA	10350838	false	NM_026515
10350840	1	158769154	158791209	Angptl1	true	NM_028333
10350846	1	158973744	158973959	Gm10531	false	NA
10350848	1	159342483	159350367	2810025M15Rik	false	NA
10350853	1	159388711	159419193	BC026585	true	NM_001033284
10350864	1	159436941	159498556	Sec16b	true	NM_033354
10350894	1	159551401	159551603	10350894	false	NA
10350896	1	160292487	160621919	Astn1	true	NM_007495
10350921	1	160435756	160435864	Mir488	false	NA
10350923	1	161162457	161277711	Rfwd2	true	NM_011931
10350951	1	161453900	161854606	Tnr	true	NM_022312
10350975	1	161614614	161615006	Gm10530	false	NA
10350977	1	161974518	162006149	4930523C07Rik	true	NM_001162896
10350985	1	162125391	162131317	Mrps14	true	NM_025474
10350990	11	NA	NA	10350990	false	NM_207523
10350992	1	162836596	162898226	Rc3h1	true	NM_001024952
10351013	1	162903076	162905104	Rc3h1	true	NM_001024952
10351015	1	162908777	162933141	Serpinc1	true	NM_080844
10351026	1	162965310	162968670	Gas5	false	NA
10351035	1	162965525	162965604	Gas5	false	NA
10351037	1	162966188	162966270	Gas5	false	NA
10351039	1	162967492	162967565	Gas5	false	NA
10351041	1	162967736	162967809	10351041	false	NA
10351043	1	162968213	162968289	Snord47	false	NA
10351045	1	162968439	162968514	10351045	false	NA
10351047	1	163001072	163016457	Cenpl	true	NM_027429
10351056	1	163072871	163097968	Ankrd45	true	NM_028664
10351063	1	163100809	163101282	10351063	false	NA
10351065	1	163107072	163165298	Gm6185	false	NA
10351095	1	163325583	163348337	Tnfsf4	true	NM_009452
10351099	1	163424786	163436465	Tnfsf18	true	NM_183391
10351107	1	163899319	163903566	Pigc	true	NM_026078
10351111	1	164147754	164155683	Mir199a-2	false	NA
10351117	1	164407811	164410074	Dnm3	true	NM_001038619
10351119	1	164500854	164529209	Vamp4	true	NM_016796
10351131	1	164569297	164579824	Myoc	true	NM_010865
10351138	1	165553924	165554812	10351138	false	NA
10351140	1	165709724	165847235	Kifap3	true	NM_010629
10351163	1	165859921	165885257	Scyl3	true	NM_028776
10351179	1	165925044	165927374	2810422O20Rik	false	NA
10351182	1	165978365	165987808	Sele	true	NM_011345
10351197	1	165992235	166010803	Sell	true	NM_011346
10351206	1	166045395	166079876	Selp	true	NM_011347
10351224	1	166081990	166150405	F5	true	NM_007976
10351259	1	166179177	166195516	Slc19a2	true	NM_054087
10351269	1	166205729	166217978	4930455F23Rik	true	NM_029115
10351277	1	166237858	166367431	Nme7	true	NM_138314
10351293	1	166726845	166754405	Dpt	true	NM_019759
10351298	1	167236353	167251822	Gpr161	true	NM_001081126
10351304	1	167391339	167411345	Brp44	true	NM_027430
10351310	1	167415314	167506904	Adcy10	true	NM_173029
10351345	1	167423537	167423947	10351345	false	NA
10351347	1	167693911	167705435	Creg1	true	NM_011804
10351353	1	167718820	167800388	Cd247	true	NM_001113394
10351368	1	168060559	168096641	Gpa33	true	NM_021610
10351380	1	168184562	168240916	Ildr2	true	NM_001164528
10351390	1	168309431	168323752	Tada1	true	NM_030245
10351400	1	168931606	169021144	Fam78b	true	NM_001160262
10351404	1	169238801	169264109	Tmco1	true	NM_001039483
10351414	1	169280122	169298661	Aldh9a1	true	NM_019993
10351430	1	169528515	169569754	Rxrg	true	NM_009107
10351443	1	169619689	169778864	Lmx1a	true	NM_033652
10351455	1	171585632	171625944	Rgs5	true	NM_009063
10351463	1	171624625	171625929	Rgs5	false	NA
10351465	1	171859070	171866236	1700084C01Rik	true	NM_001033185
10351471	1	172144991	172145687	Uhmk1	true	NM_010633
10351473	1	172163002	172181718	Sh2d1b2	true	NM_001033499
10351477	1	172207451	172216900	Sh2d1b1	true	NM_012009
10351482	1	172238934	172242256	1700015E13Rik	false	NA
10351487	1	172519739	172520596	Nos1ap	true	NM_001109985
10351489	1	172561052	172561632	10351489	false	NA
10351491	1	172574961	172612920	Olfml2b	true	NM_177068
10351500	1	172798785	172799106	10351500	false	NA
10351502	1	172815196	172816012	Dusp12	true	NM_023173
10351504	1	172878178	172879749	10351504	false	NA
10351507	1	172916207	172916473	Gm10522	false	NA
10351509	1	172949012	172959892	Fcgr4	true	NM_144559
10351515	1	172958096	172958260	Rnu1b6	false	NA
10351517	1	173051792	173057081	1700009P17Rik	true	NM_001081275
10351525	1	173080844	173091254	Mpz	true	NM_008623
10351533	1	173144101	173148976	Nr1i3	true	NM_009803
10351546	1	173155220	173156504	Apoa2	true	NM_013474
10351551	1	173180552	173190768	Adamts4	true	NM_172845
10351563	1	173200485	173207026	B4galt3	true	NM_020579
10351574	1	173261384	173271749	Dedd	true	NM_001128609
10351583	1	173275830	173288301	Pfdn2	true	NM_011070
10351588	1	173300486	173318729	Pvrl4	true	NM_027893
10351603	1	173319143	173340373	Arhgap30	true	NM_001005508
10351616	1	173341515	173348888	Usf1	true	NM_009480
10351623	1	173367692	173394724	F11r	true	NM_172647
10351636	1	173433609	173434881	Refbp2	true	NM_019484
10351640	1	173445364	173447053	Refbp2	false	NA
10351644	1	173489324	173513716	Cd244	true	NM_018729
10351658	1	173612140	173635388	Cd48	true	NM_007649
10351665	9	NA	NA	10351665	false	NM_183250
10351667	1	173697262	173731315	Slamf1	true	NM_013730
10351679	1	173770735	173818817	Cd84	true	NM_013489
10351689	1	173826255	173826662	Gm10521	false	NA
10351691	1	173847646	173879089	Slamf6	true	NM_030710
10351703	1	174012934	174052456	Copa	true	NM_009938
10351738	1	174056903	174065911	Pex19	true	NM_023041
10351749	1	174078215	174126520	Dcaf8	true	NM_153555
10351769	1	174191772	174249972	Igsf8	true	NM_080419
10351781	1	174271341	174304216	Kcnj10	true	NM_001039484
10351788	1	174306677	174310664	Pigm	true	NM_026234
10351792	1	174405505	174408706	Slamf9	true	NM_029612
10351801	1	174412351	174429009	Igsf9	true	NM_033608
10351825	1	174430178	174437511	Tagln2	true	NM_178598
10351832	1	174457921	174475884	Ccdc19	true	NM_027972
10351843	1	174486069	174493847	Vsig8	true	NM_177723
10351852	1	174628187	174630093	Crp	true	NM_007768
10351857	1	174886899	174887948	Olfr16	true	NM_008763
10351859	1	175080262	175080503	10351859	false	NA
10351861	1	175133489	175134430	Olfr218	true	NM_001001809
10351863	1	175145738	175146771	Olfr1404	true	NM_146881
10351865	1	175200278	175201268	Olfr418-ps1	true	NM_146651
10351867	1	175385495	175396171	Aim2	true	NM_001013779
10351873	1	175560999	175576391	Pyhin1	true	NM_175026
10351880	1	175603811	175627598	E430029J22Rik	true	NM_001162938
10351884	1	175972064	175973067	Olfr433	true	NM_146717
10351886	1	175980506	175981444	Olfr432	true	NM_146716
10351888	1	175999441	176000384	Olfr430	true	NM_146718
10351891	1	176019173	176020111	Olfr429	true	NM_146722
10351893	1	176029591	176030539	Olfr427	true	NM_207158
10351895	1	176066877	176067824	Olfr424	true	NM_146721
10351897	1	176072367	176073271	LOC100505119	false	NA
10351899	1	176081612	176082661	Olfr421	true	NM_146720
10351903	1	176088906	176089871	Olfr420	true	NM_146305
10351905	1	176102939	176178198	Spna1	true	NM_011465
10351959	1	176260650	176263004	1810030J14Rik	true	NM_025470
10351961	1	176299050	176299979	Olfr417	true	NM_207137
10351963	1	176321161	176322131	Olfr248	true	NM_146714
10351966	1	176360561	176361515	Olfr414	true	NM_146761
10351968	1	176378766	176379733	Olfr220	true	NM_207694
10351971	1	176431685	176752219	Fmn2	true	NM_019445
10351998	1	176556515	176556858	10351998	false	NA
10352000	1	177550565	177592247	Kmo	true	NM_133809
10352020	1	177628918	177745862	Wdr64	true	NM_029453
10352048	1	177810929	177839424	Exo1	true	NM_012012
10352064	1	178630748	178630858	10352064	false	NA
10352066	1	178744791	178950566	Sdccag8	true	NM_029756
10352092	1	179372538	179380895	Zfp238	true	NM_001012330
10352097	1	179659945	179683436	1700016C15Rik	true	NM_027077
10352104	1	179738691	180084678	Gm16432	false	NA
10352110	1	179921642	179978422	Gm16432	true	NM_001034899
10352119	1	180117841	180182725	Pppde1	true	NM_024282
10352125	1	180186234	180187426	Gm9982	false	NA
10352127	1	180249284	180252824	Fam36a	true	NM_025511
10352131	1	180320950	180321055	10352131	false	NA
10352133	1	180336012	180414172	Efcab2	true	NM_026626
10352143	1	180459256	180646631	Kif26b	true	NM_001161665
10352150	1	180567036	180567202	10352150	false	NA
10352152	1	180728569	180862986	Kif26b	true	NM_001161665
10352166	1	181476660	181557609	Cnst	true	NM_146105
10352178	1	181598362	181617317	Sccpdh	true	NM_178653
10352192	1	181733508	181734056	Ahctf1	true	NM_026375
10352194	1	181891251	182092294	Cdc42bpa	true	NM_001033285
10352234	1	182262442	182352015	Itpkb	true	NM_001081175
10352242	1	182499104	182531385	Parp1	true	NM_007415
10352267	1	182571095	182619494	Lin9	true	NM_001103182
10352281	1	182656174	182684298	Acbd3	true	NM_133225
10352292	1	182743917	182744519	10352292	false	NA
10352294	1	182781282	182798244	BC031781	false	NA
10352302	1	182823250	182829234	Lefty2	true	NM_177099
10352306	1	182834440	182838219	Pycr2	true	NM_133705
10352314	1	182865153	182868532	Lefty1	true	NM_010094
10352320	1	182872649	182905235	Tmem63a	true	NM_144794
10352344	1	182981368	182990798	9130409I23Rik	true	NM_001033819
10352348	1	183081118	183096561	Cnih4	true	NM_030131
10352354	1	183156207	183158621	A430110L20Rik	false	NA
10352356	7	NA	NA	10352356	false	NM_027999
10352358	1	183282759	183390772	Cnih3	true	NM_028408
10352369	1	183523559	183536066	10352369	false	NA
10352377	1	183669117	183699805	Dnahc14	false	NA
10352393	1	184054881	184062519	Srp9	true	NM_012058
10352396	1	184339298	184392567	Trp53bp2	true	NM_173378
10352416	1	184495143	184562483	Capn8	true	NM_130890
10352439	1	184695027	184826500	Susd4	true	NM_144796
10352448	1	185858325	185899515	Dusp10	true	NM_022019
10352457	1	186441127	186441609	Rpl21-ps1	false	NA
10352459	1	187028121	187107994	Rab3gap2	true	NM_001163754
10352497	1	187066854	187066912	Mir664	false	NA
10352499	1	187137198	187137264	Mir194-1	false	NA
10352501	1	187137460	187137571	Mir215	false	NA
10352503	1	187156038	187181648	Bpnt1	true	NM_011794
10352514	1	187186974	187252234	Eprs	true	NM_029735
10352548	1	187278727	187292641	Slc30a10	true	NM_001033286
10352554	1	188500621	188500755	10352554	false	NA
10352556	1	188784387	188785392	10352556	false	NA
10352558	1	188791295	188794506	D1Pas1	true	NM_033077
10352562	1	189039407	189175324	Gpatch2	true	NM_026367
10352576	1	189821738	190038763	Esrrg	true	NM_011935
10352586	1	190085902	190788807	Ush2a	true	NM_021408
10352661	1	191552147	191700574	Ptpn14	true	NM_008976
10352690	1	192752424	192770372	Angel2	true	NM_021421
10352703	1	192849229	192850065	Mfsd7b	true	NM_001081259
10352705	1	192860701	192866821	1700022P22Rik	true	NM_029336
10352709	1	192886903	192908437	Nsl1	true	NM_198654
10352717	1	192922293	192932822	Batf3	true	NM_030060
10352722	1	193048351	193049565	10352722	false	NA
10352725	1	193149844	193176804	Tmem206	true	NM_025864
10352735	1	193399641	193446625	Ints7	true	NM_178632
10352756	1	193541902	193603856	Lpgat1	true	NM_001134829
10352767	1	193645412	193656928	Nek2	true	NM_010892
10352777	1	193730660	193737126	Slc30a1	true	NM_009579
10352781	1	193801254	193812163	Rd3	true	NM_023727
10352792	1	193816741	193816973	10352792	false	NA
10352794	1	193960855	193969248	Gm10516	false	NA
10352798	1	194014754	194334040	Kcnh1	true	NM_010600
10352813	1	194571765	194571880	10352813	false	NA
10352815	1	194979306	194998234	Irf6	true	NM_016851
10352827	1	194994243	194994325	A130010J15Rik	false	NA
10352829	1	194999663	195002927	A130010J15Rik	true	NM_181048
10352838	1	195128188	195170072	Lamb3	true	NM_008484
10352864	1	195693386	195694132	10352864	false	NA
10352867	1	196446023	196643063	Plxna2	true	NM_008882
10352905	1	196765080	196787475	Cd34	true	NM_001111059
10352914	1	196844747	196845020	A330023F24Rik	false	NA
10352916	1	196863234	196863314	A330023F24Rik	false	NA
10352918	1	196863741	196863828	A330023F24Rik	false	NA
10352920	1	3204563	3662335	Xkr4	true	NM_001011874
10352928	1	4334224	4350473	Rp1	true	NM_011283
10352936	1	4481009	4486838	Sox17	true	NM_011441
10352945	1	4679207	4679485	10352945	false	NA
10352947	1	4763290	4775791	Mrpl15	true	NM_001177658
10352954	X	NA	NA	10352954	false	NM_008253
10352957	1	4900050	5060248	Rgs20	true	NM_001177795
10352969	1	5906388	5907374	Npbwr1	true	NM_010342
10352971	1	6204693	6205373	Rb1cc1	true	NM_009826
10352973	1	6427686	6431303	10352973	false	NA
10352980	1	8352742	9289319	Sntg1	true	NM_027671
10353002	1	8578741	8578826	10353002	false	NA
10353004	13	NA	NA	10353004	false	NM_025415
10353008	1	8846004	8846346	10353008	false	NA
10353010	1	9658912	9690290	Mybl1	true	NM_008651
10353028	1	9713273	9738463	Vcpip1	true	NM_173443
10353032	1	9792275	9792634	Gm6195	false	NA
10353034	1	9932551	9932624	Snord87	false	NA
10353036	1	9951005	9951205	Gm10567	false	NA
10353038	1	9958705	9999217	Lrrc67	true	NM_145692
10353048	1	9999895	9999998	10353048	false	NA
10353050	1	10014683	10028027	Cops5	true	NM_013715
10353061	1	10090741	10091913	10353061	false	NA
10353064	1	10128916	10222575	Arfgef1	true	NM_001102430
10353102	1	10314808	10710024	Cpa6	true	NM_177834
10353115	1	10545635	10545741	10353115	false	NA
10353117	1	12861947	12981216	Slco5a1	true	NM_172841
10353127	1	13104341	13115769	Prdm14	true	NM_001081209
10353135	1	13131366	13364145	Ncoa2	true	NM_008678
10353165	1	13397251	13397735	10353165	false	NA
10353167	1	13554783	13579945	Tram1	true	NM_028173
10353181	1	13615979	13650616	Lactb2	true	NM_145381
10353189	6	NA	NA	10353189	false	NM_008084
10353192	1	14159039	14300280	Eya1	true	NM_010164
10353213	1	14743427	14746047	Msc	true	NM_010827
10353219	11	NA	NA	10353219	false	NM_133354
10353221	1	14862729	14908943	Trpa1	true	NM_177781
10353250	1	15258880	15259314	Gm2451	false	NA
10353252	1	15843943	15882803	Gm106	true	NM_001033288
10353258	1	16056058	16083406	10353258	false	NA
10353265	1	16091376	16094488	Rpl7	true	NM_011291
10353272	1	16218891	16509334	Stau2	true	NM_025303
10353288	1	16534015	16609367	Ube2w	true	NM_025773
10353296	1	16631917	16647098	Tceb1	true	NM_026456
10353303	1	16653117	16653743	10353303	false	NA
10353305	1	16758351	16760219	10353305	false	NA
10353307	1	16823350	16823850	10353307	false	NA
10353309	1	16986750	16987054	LOC100504883	false	NA
10353311	1	16987445	17087970	Jph1	true	NM_020604
10353317	1	17419121	17419609	10353317	false	NA
10353320	1	18105272	18135983	Crisp4	true	NM_030033
10353330	1	18200134	18213645	Defb44-ps	false	NA
10353333	1	18226554	18227524	Defb18	true	NM_001039123
10353336	1	18241061	18255229	Defb41	true	NM_183124
10353341	5	NA	NA	10353341	false	NM_010439
10353343	1	19227719	19310791	10353343	false	NA
10353346	1	20047700	20608138	Pkhd1	true	NM_153179
10353413	1	20434892	20434993	10353413	false	NA
10353415	1	20767227	20774351	Il17f	true	NM_145856
10353420	1	20793054	20810341	Mcm3	true	NM_008563
10353438	1	20991459	21069306	Tram2	true	NM_133252
10353450	1	21275327	21288393	Gm4956	false	NA
10353460	1	21392244	21951662	Kcnq5	true	NM_001160139
10353475	2	NA	NA	10353475	false	NM_145380
10353477	1	22020125	22020696	10353477	false	NA
10353479	1	22276332	22812563	Rims1	true	NM_053270
10353519	1	23108085	23109092	4933415F23Rik	true	NM_025746
10353522	1	23262826	23263245	Gm6420	false	NA
10353524	1	23376566	23389880	Ogfrl1	true	NM_001081079
10353533	1	23852464	23929128	Smap1	true	NM_028534
